seq_name,PAAC1,PAAC2,PAAC3,PAAC4,PAAC5,PAAC6,PAAC7,PAAC8,PAAC9,PAAC10,PAAC11,PAAC12,PAAC13,PAAC14,PAAC15,PAAC16,PAAC17,PAAC18,PAAC19,PAAC20,PAAC21,PAAC22,PAAC23,PAAC24,PAAC25,PAAC26,druggable
Positive_632,0.834,0.812,0.641,0.684,0.235,1.347,0.385,0.962,0.299,0.727,1.389,0.727,0.256,0.663,0.898,0.962,0.641,0.342,0.449,0.769,13.909,14.701,13.811,13.762,14.933,14.863,1
Positive_633,0.94,0.976,0.398,0.434,0.253,0.759,0.831,0.903,0.253,0.723,1.518,0.903,0.289,0.325,1.12,0.867,0.687,0.361,0.398,1.12,14.633,14.703,13.684,14.415,14.176,14.331,1
Positive_634,0.895,1.027,0.337,0.807,0.205,0.778,0.499,0.91,0.484,0.602,1.643,0.558,0.249,0.558,0.763,0.954,0.822,0.293,0.484,0.822,13.977,15.318,14.586,13.785,14.449,14.196,1
Positive_635,0.815,0.575,0.959,0.575,0.24,0.887,0.479,1.127,0.24,0.743,1.318,0.887,0.312,1.007,0.719,0.935,0.887,0.455,0.479,0.791,14.033,14.048,13.781,14.17,14.618,14.921,1
Positive_636,0.769,0.908,0.58,0.719,0.151,0.933,0.492,0.769,0.555,0.996,1.148,0.933,0.29,0.668,0.58,0.933,0.555,0.24,0.517,0.807,14.52,15.136,14.574,14.005,14.29,13.931,1
Positive_637,1.295,1.245,0.299,0.797,0.398,0.697,0.498,1.046,0.448,0.398,1.345,0.299,0.349,0.797,0.797,1.046,0.299,0.05,0.398,0.797,14.627,16.202,14.268,13.184,14.474,13.949,1
Positive_638,0.862,0.677,0.431,0.739,0.0,1.231,0.493,0.616,0.185,0.985,1.847,1.416,0.493,0.616,0.677,0.924,0.246,0.062,0.616,0.554,14.832,14.244,13.799,14.23,14.141,15.084,1
Positive_639,0.678,0.622,0.886,0.923,0.245,0.848,0.414,0.961,0.433,0.829,1.13,0.98,0.283,0.791,0.678,0.584,0.603,0.264,0.641,1.093,13.837,14.921,14.094,13.747,14.414,15.101,1
Positive_640,0.633,0.977,0.47,0.887,0.181,0.887,0.525,1.031,0.416,0.416,1.52,0.452,0.271,0.67,0.905,0.706,0.615,0.308,0.579,0.905,14.034,14.468,14.595,14.187,14.842,14.521,1
Positive_641,0.911,0.831,0.456,0.536,0.241,1.126,0.348,1.126,0.348,0.751,1.394,0.831,0.429,0.375,0.777,0.536,0.938,0.295,0.616,1.072,13.756,15.659,13.965,13.735,14.216,14.732,1
Positive_642,0.793,0.689,0.517,1.069,0.31,0.758,0.62,0.758,0.379,0.655,1.275,1.0,0.207,0.724,0.448,0.689,0.655,0.31,0.551,0.931,14.761,14.608,13.987,15.128,13.867,14.308,1
Positive_643,0.776,0.729,0.543,0.869,0.233,1.008,0.527,1.21,0.543,0.714,1.179,0.838,0.388,0.776,0.993,1.195,0.729,0.155,0.419,1.272,13.963,13.903,14.492,14.001,14.522,14.024,1
Positive_644,1.35,0.874,0.497,0.735,0.298,1.41,0.755,0.794,0.338,0.338,1.509,0.616,0.318,0.636,0.794,0.894,0.695,0.119,0.735,0.914,14.471,14.419,14.237,13.988,14.456,13.813,1
Positive_645,1.124,0.715,0.579,0.647,0.454,0.999,0.511,1.226,0.329,0.738,1.328,0.976,0.363,0.726,0.84,0.942,1.09,0.113,0.363,1.067,14.161,14.585,14.154,14.018,14.01,13.942,1
Positive_646,0.874,1.234,0.309,0.617,0.154,0.926,0.36,1.286,0.566,0.411,1.183,0.874,0.154,0.617,0.823,0.823,0.72,0.206,0.309,0.977,13.098,14.091,15.426,14.762,14.507,14.695,1
Positive_647,1.099,1.099,0.463,0.752,0.308,1.349,0.443,0.868,0.424,0.463,1.484,0.54,0.27,0.482,0.868,0.733,0.443,0.096,0.771,0.694,14.523,15.034,13.676,13.997,14.727,14.393,1
Positive_648,1.209,0.663,0.507,0.819,0.195,1.17,0.585,0.936,0.429,0.663,1.404,0.936,0.351,0.39,0.819,0.663,0.663,0.156,0.624,0.975,13.933,13.72,14.91,13.621,14.457,15.2,1
Positive_649,1.026,0.892,0.422,0.7,0.47,1.352,0.863,0.748,0.384,0.566,1.774,0.777,0.326,0.432,0.949,1.064,0.575,0.24,0.345,0.854,14.25,14.095,13.63,14.154,14.523,14.589,1
Positive_650,0.658,0.855,0.592,0.69,0.362,0.855,0.658,0.69,0.69,0.625,1.611,0.723,0.131,0.592,0.592,0.559,0.953,0.394,0.756,0.855,14.56,15.051,14.629,14.58,13.778,13.563,1
Positive_651,1.06,1.088,0.418,0.892,0.223,0.976,0.781,1.088,0.558,0.446,1.506,0.335,0.363,0.39,0.781,0.725,0.697,0.251,0.474,0.948,14.56,14.448,13.384,15.036,14.161,14.413,1
Positive_652,1.062,0.548,0.548,0.685,0.445,1.062,0.651,1.062,0.171,0.925,1.37,1.199,0.24,0.548,0.685,1.028,0.753,0.343,0.24,0.993,14.447,14.44,14.687,13.45,14.622,13.799,1
Positive_653,0.986,0.647,0.647,0.74,0.216,0.925,0.616,1.541,0.247,0.894,1.202,0.894,0.247,0.586,0.647,0.493,0.678,0.154,0.462,1.233,14.955,13.733,14.077,14.042,14.688,14.449,1
Positive_654,1.745,0.513,0.565,1.027,0.308,0.924,0.359,2.053,0.359,0.719,1.129,1.181,0.462,0.257,0.565,0.77,0.975,0.154,0.205,1.54,13.842,13.51,13.455,13.747,14.103,15.534,1
Positive_655,0.951,0.802,0.505,0.713,0.149,0.802,0.594,1.604,0.327,0.772,1.159,0.862,0.238,0.535,0.535,0.535,0.772,0.208,0.357,1.159,14.567,14.187,13.732,14.336,15.11,14.492,1
Positive_656,0.564,0.644,0.403,1.127,0.483,0.885,0.564,1.046,0.403,0.724,1.771,0.805,0.322,0.724,1.368,1.288,0.403,0.161,0.322,1.208,13.327,13.479,13.388,15.518,13.297,15.777,1
Positive_657,0.878,0.439,0.781,0.39,0.146,0.488,0.537,0.976,0.39,1.025,1.61,1.074,0.586,1.074,0.537,0.976,0.732,0.781,0.927,0.976,13.607,13.983,13.538,14.887,14.481,14.182,1
Positive_658,1.136,0.909,0.379,0.833,0.177,1.187,0.48,0.884,0.328,0.379,1.464,0.732,0.278,0.48,0.53,0.732,0.783,0.278,0.606,0.934,13.864,15.289,13.749,14.776,14.695,14.121,1
Positive_659,1.312,0.956,0.41,0.765,0.301,0.929,0.41,1.421,0.219,0.765,1.339,0.71,0.465,0.519,0.683,0.601,0.765,0.082,0.273,1.202,14.219,14.982,13.866,14.297,14.134,14.375,1
Positive_660,1.594,0.586,0.553,0.878,0.195,0.911,0.813,1.269,0.228,1.106,1.301,1.204,0.521,0.488,0.455,0.781,0.488,0.033,0.358,1.301,14.218,14.361,14.527,13.932,14.534,13.367,1
Positive_661,1.19,0.974,0.352,0.595,0.243,0.974,0.487,1.271,0.189,0.352,1.433,0.757,0.189,0.649,1.19,0.757,0.947,0.243,0.243,1.055,14.281,13.83,14.64,13.964,14.555,14.64,1
Positive_662,0.877,0.526,0.526,0.877,0.263,1.579,0.263,1.404,0.614,0.79,1.579,1.14,0.351,0.79,0.79,1.053,0.439,0.175,0.351,0.702,14.002,14.048,14.462,13.037,14.274,15.089,1
Positive_663,0.966,0.724,0.423,0.724,0.06,1.207,0.302,0.604,0.181,0.905,1.811,1.449,0.483,0.604,0.724,0.724,0.241,0.06,0.604,0.604,14.667,14.332,14.111,14.291,14.204,14.995,1
Positive_664,1.324,1.04,0.473,0.756,0.095,0.473,0.189,0.756,0.284,0.756,1.985,0.662,0.662,0.946,0.662,0.851,0.946,0.0,0.851,0.946,14.648,14.457,12.97,15.051,15.6,12.618,1
Positive_665,1.126,0.268,0.59,0.911,0.482,0.643,0.643,1.233,0.536,0.804,1.233,1.179,0.268,0.804,0.858,1.072,0.697,0.268,0.804,0.697,13.98,14.267,14.018,13.738,14.479,14.403,1
Positive_666,0.645,0.645,0.469,0.997,0.176,0.938,0.235,0.645,0.235,0.704,1.818,1.29,0.352,0.762,0.528,0.645,0.41,0.235,0.704,0.352,15.479,15.69,14.897,14.456,13.964,12.731,1
Positive_667,0.822,0.149,0.897,0.448,0.374,1.046,1.27,1.345,0.374,0.448,1.719,1.196,0.224,1.569,0.897,0.822,0.673,0.224,0.523,1.42,13.54,13.639,13.343,14.979,13.976,14.083,1
Positive_668,0.794,0.596,0.463,0.397,0.265,1.125,0.331,0.662,0.199,0.662,1.456,1.589,0.066,1.059,0.993,0.927,0.331,0.199,0.397,1.324,14.755,13.302,13.939,15.101,13.953,15.115,1
Positive_669,1.609,0.69,0.46,0.613,0.23,0.766,0.92,0.766,0.307,0.383,1.303,0.843,0.153,0.843,0.69,0.843,0.69,0.383,0.46,1.379,13.7,13.929,14.051,14.625,14.445,14.918,1
Positive_670,1.642,0.821,0.513,0.205,0.308,0.513,0.718,1.129,0.103,1.026,2.155,0.718,0.205,1.129,0.41,0.821,0.616,0.308,0.923,0.821,14.561,13.996,14.154,12.669,14.629,14.908,1
Positive_671,1.732,0.82,0.729,0.547,0.365,0.729,0.547,1.094,0.365,0.547,1.367,1.003,0.456,0.547,0.273,1.185,1.003,0.273,0.456,0.912,12.826,15.868,14.246,13.91,13.514,14.687,1
Positive_672,0.735,0.772,0.584,0.904,0.528,1.018,0.565,1.112,0.471,0.641,1.376,0.999,0.528,0.528,0.867,0.999,0.754,0.226,0.433,0.867,14.166,14.673,13.816,13.98,14.815,13.645,1
Positive_673,0.687,0.747,0.388,0.807,0.299,0.777,0.448,1.136,0.299,0.628,1.733,0.628,0.329,0.867,0.986,0.568,0.956,0.687,0.598,0.986,13.804,14.387,14.066,14.19,14.146,14.852,1
Positive_674,1.11,0.777,0.296,0.536,0.24,0.795,0.832,0.777,0.592,0.481,2.145,0.61,0.296,0.906,1.184,1.332,0.721,0.203,0.573,0.888,14.27,14.706,14.087,13.33,14.049,14.263,1
Positive_675,0.919,0.664,0.766,0.51,0.51,0.357,0.357,0.51,0.204,1.582,2.246,0.97,0.715,1.225,0.715,1.072,1.276,0.255,0.868,1.174,13.12,13.72,13.382,14.235,13.897,14.75,1
Positive_676,0.753,0.43,0.86,0.591,0.376,0.753,1.237,0.807,0.591,0.699,1.667,1.076,0.699,0.645,1.022,1.022,0.86,0.323,0.591,0.914,14.302,14.564,12.439,13.959,14.381,14.437,1
Positive_677,0.568,0.758,0.805,0.568,0.284,1.232,0.616,0.711,0.332,0.616,1.232,0.947,0.616,0.521,0.663,1.279,0.426,0.332,0.711,1.089,14.856,14.87,12.724,13.797,15.013,14.434,1
Positive_678,1.556,0.519,0.488,0.549,0.519,0.793,0.427,1.373,0.366,1.007,1.922,0.671,0.397,1.007,0.641,1.037,0.61,0.305,0.488,1.343,14.483,13.818,13.978,13.465,14.386,13.85,1
Positive_679,0.877,0.914,0.365,0.585,0.292,0.804,0.767,1.169,0.621,0.914,1.718,0.658,0.329,0.475,0.84,0.804,0.621,0.183,0.585,0.731,14.416,14.537,13.953,14.067,13.561,15.214,1
Positive_680,1.399,0.908,0.295,0.737,0.221,0.737,0.614,1.252,0.442,0.712,1.277,0.688,0.27,0.589,0.638,1.031,0.589,0.27,0.393,0.786,14.734,14.332,14.401,13.709,14.886,14.09,1
Positive_681,0.869,0.468,0.446,0.936,0.512,1.047,0.735,0.869,0.223,0.847,1.626,1.069,0.356,0.624,0.936,1.159,0.802,0.223,0.557,1.159,13.831,14.124,14.364,14.039,14.109,14.07,1
Positive_682,0.649,0.8,0.519,0.952,0.303,0.865,0.541,1.082,0.324,0.498,1.471,0.844,0.368,0.735,0.952,0.995,0.541,0.216,0.433,1.255,14.758,14.55,14.457,13.991,13.776,14.127,1
Positive_683,0.599,0.706,0.449,0.899,0.278,1.048,0.406,1.006,0.278,0.727,1.455,0.877,0.385,0.77,0.813,0.856,0.706,0.257,0.492,1.219,13.623,14.832,15.195,14.413,14.178,13.531,1
Positive_684,1.289,0.892,0.496,0.446,0.347,0.892,0.545,1.041,0.347,0.744,1.934,0.793,0.545,0.645,0.595,0.645,1.14,0.198,0.248,1.19,13.889,15.386,14.046,13.417,13.941,14.346,1
Positive_685,1.219,0.731,0.536,0.39,0.341,0.829,0.634,1.122,0.78,0.634,2.194,0.829,0.439,0.683,0.439,1.073,0.927,0.244,0.293,1.17,13.91,15.221,13.608,13.538,13.623,14.593,1
Positive_686,1.309,1.145,0.532,0.45,0.245,0.982,0.368,1.268,0.245,0.532,1.882,0.532,0.327,0.532,0.532,0.859,0.491,0.123,0.286,1.105,14.329,15.312,14.473,13.8,13.422,14.92,1
Positive_687,0.583,0.683,0.543,0.945,0.482,0.884,0.583,1.125,0.382,0.844,1.608,1.005,0.442,0.502,0.804,1.005,0.724,0.241,0.422,0.965,14.669,14.713,13.28,13.768,14.883,13.915,1
Positive_688,0.579,0.891,0.624,1.114,0.445,0.846,0.624,1.024,0.445,0.534,1.381,0.49,0.267,0.624,0.624,0.534,0.846,0.223,0.713,0.935,14.767,15.27,13.453,12.889,15.579,14.279,1
Positive_689,0.532,0.886,0.532,1.063,0.443,0.886,0.62,1.019,0.443,0.576,1.373,0.532,0.266,0.62,0.576,0.664,0.797,0.221,0.709,0.93,14.654,14.935,13.703,12.82,15.811,14.387,1
Positive_690,0.916,0.916,0.586,0.88,0.367,0.916,0.33,0.953,0.22,0.367,1.466,1.173,0.293,0.367,0.806,0.66,0.843,0.183,0.513,0.88,15.041,15.354,13.52,13.561,14.645,14.243,1
Positive_691,0.964,0.666,0.482,0.723,0.241,0.992,0.496,0.879,0.326,0.765,1.36,1.006,0.34,0.453,0.893,1.105,0.765,0.34,0.51,1.034,13.862,14.658,14.607,13.969,14.421,14.141,1
Positive_692,1.501,0.971,0.441,0.353,0.441,0.618,0.441,0.971,0.176,1.147,2.471,0.618,0.353,0.618,0.53,0.971,0.265,0.353,0.883,1.412,13.384,14.976,12.925,14.036,14.494,14.65,1
Positive_693,1.451,1.138,0.335,0.558,0.223,1.071,0.647,0.804,0.335,0.335,1.607,0.536,0.446,0.536,0.603,0.692,0.603,0.156,0.513,0.804,14.156,15.227,14.196,14.383,14.885,13.761,1
Positive_694,0.886,0.569,0.38,0.949,0.063,0.759,0.127,1.581,0.19,0.696,0.949,1.645,0.316,1.012,0.506,0.569,0.759,0.127,0.253,1.328,14.641,15.27,13.548,14.231,13.725,14.921,1
Positive_695,0.616,0.479,0.41,0.958,0.137,0.479,0.205,2.121,0.342,1.026,0.958,1.094,0.274,0.958,0.684,0.684,1.026,0.205,0.274,1.573,14.945,14.386,13.879,14.111,13.074,15.104,1
Positive_696,1.62,0.895,0.213,1.023,0.341,0.725,0.256,1.365,0.64,0.469,1.45,0.597,0.384,0.725,0.938,0.768,0.853,0.0,0.384,1.45,14.182,13.941,14.311,13.79,14.416,14.265,1
Positive_697,0.895,0.779,0.762,0.663,0.298,0.762,0.696,0.961,0.298,1.127,1.64,0.895,0.431,0.646,0.978,1.094,0.994,0.249,0.514,0.911,14.289,14.429,13.322,14.141,13.884,14.344,1
Positive_698,1.14,0.697,0.76,1.077,0.38,0.665,0.412,0.507,0.285,1.077,1.457,0.887,0.443,0.665,0.602,1.109,0.76,0.38,0.697,1.172,14.405,14.488,13.442,13.973,14.557,13.965,1
Positive_699,1.243,0.887,0.414,0.887,0.237,0.651,0.296,1.243,0.296,0.887,1.243,0.769,0.532,0.651,0.532,1.183,0.828,0.0,0.651,0.828,13.368,14.751,14.067,14.858,14.694,14.003,1
Positive_700,1.461,0.907,0.353,0.706,0.151,0.655,0.302,1.613,0.202,0.554,1.26,0.403,0.403,0.302,0.454,1.058,0.504,0.202,0.857,0.907,13.923,13.605,15.083,14.089,14.467,15.58,1
Positive_701,1.324,0.836,0.627,0.906,0.209,0.767,0.488,0.767,0.349,0.836,1.742,0.767,0.418,0.558,0.558,0.697,0.558,0.0,0.906,0.697,13.069,15.17,13.524,14.302,15.058,14.869,1
Positive_702,1.222,0.951,0.353,0.787,0.394,0.815,0.516,0.951,0.367,0.638,1.426,0.652,0.204,0.652,0.706,0.774,0.665,0.122,0.529,1.059,13.782,14.485,14.264,14.147,14.822,14.719,1
Positive_703,0.903,0.43,0.924,1.085,0.011,0.838,0.516,1.193,0.333,0.741,0.989,0.978,0.258,0.58,0.698,0.913,0.752,0.408,0.634,1.139,14.302,14.03,14.202,14.438,14.395,14.309,1
Positive_704,1.047,0.816,0.66,0.594,0.338,1.064,0.536,0.94,0.256,1.13,1.74,0.717,0.528,1.006,0.734,0.924,0.75,0.206,0.486,0.973,14.734,14.571,13.151,14.131,13.768,14.201,1
Positive_705,0.937,1.249,0.539,0.795,0.113,0.908,0.681,0.738,0.511,0.738,1.164,0.795,0.255,0.341,0.823,1.93,0.908,0.085,0.426,0.823,14.567,14.191,14.198,13.778,13.438,15.069,1
Positive_706,1.026,0.924,0.858,0.771,0.327,1.033,0.575,0.858,0.342,1.04,1.469,0.756,0.429,0.916,0.807,1.142,0.756,0.196,0.495,0.996,14.114,14.609,13.187,14.271,14.279,13.823,1
Positive_707,0.35,0.583,1.477,1.049,0.233,0.661,0.622,0.544,0.35,1.477,1.243,1.477,0.35,0.505,0.427,0.622,0.35,0.078,0.816,1.166,13.306,14.147,13.982,14.291,15.441,14.456,1
Positive_708,1.058,0.789,0.519,0.851,0.166,1.162,0.54,0.934,0.394,0.56,1.349,0.747,0.374,0.581,0.54,0.934,0.706,0.187,0.643,1.017,13.889,14.472,13.967,13.587,14.831,15.203,1
Positive_709,0.801,0.678,0.678,1.017,0.308,1.479,0.462,1.14,0.431,0.709,0.955,1.233,0.493,0.616,0.647,0.832,0.616,0.062,0.863,0.832,14.415,14.853,13.866,14.051,14.326,13.635,1
Positive_710,0.804,0.629,0.734,1.154,0.42,0.944,0.594,1.119,0.664,0.769,1.224,0.524,0.28,0.874,0.734,0.769,0.629,0.07,1.014,1.014,14.514,14.956,14.357,13.347,13.789,14.073,1
Positive_711,0.866,0.705,0.665,1.148,0.302,1.228,0.946,0.685,0.443,0.705,1.671,1.007,0.564,0.483,1.007,1.571,1.329,0.06,0.443,0.806,13.955,13.598,14.238,14.014,13.822,13.739,1
Positive_712,1.232,1.134,0.332,0.743,0.117,1.252,0.743,0.978,0.332,0.391,1.643,0.665,0.156,0.372,1.35,0.763,0.645,0.156,0.489,0.743,14.068,14.716,14.054,13.584,14.545,14.794,1
Positive_713,0.573,0.814,0.754,1.086,0.151,1.236,0.724,0.573,0.452,0.724,1.176,1.116,0.483,0.332,0.573,0.844,0.483,0.211,0.844,0.754,14.069,14.549,14.313,13.854,14.709,14.604,1
Positive_714,1.183,0.883,0.485,0.744,0.208,0.963,0.785,0.715,0.479,0.767,1.84,0.75,0.542,0.485,0.635,0.929,0.802,0.231,0.369,0.912,14.146,15.242,13.381,13.484,14.47,14.572,1
Positive_715,1.373,0.904,0.33,0.817,0.208,1.095,0.747,1.616,0.504,0.382,1.825,0.66,0.295,0.382,1.216,1.147,0.817,0.035,0.417,0.869,14.295,13.763,13.505,13.341,14.92,14.537,1
Positive_716,0.945,0.838,0.687,0.859,0.043,1.224,0.537,1.16,0.344,0.945,1.138,0.902,0.279,0.408,0.365,0.644,0.816,0.086,0.623,0.988,14.504,14.324,14.642,13.826,14.207,14.663,1
Positive_717,1.216,0.556,0.824,0.824,0.0,0.948,0.783,1.195,0.124,0.907,1.092,1.051,0.474,0.598,0.618,1.154,1.36,0.124,0.536,1.072,13.841,14.876,13.709,13.926,14.127,14.065,1
Positive_718,1.157,1.008,0.331,0.794,0.132,0.86,0.529,1.273,0.198,0.678,1.389,0.843,0.314,0.628,0.909,1.058,0.843,0.232,0.479,0.76,14.084,13.846,13.752,14.61,14.538,14.754,1
Positive_719,1.27,1.029,0.321,0.659,0.289,0.723,0.707,1.125,0.257,0.788,1.511,0.916,0.225,0.579,0.691,1.591,0.916,0.209,0.305,0.868,14.559,14.326,13.682,14.229,14.484,13.742,1
Positive_720,0.95,0.783,0.531,0.643,0.419,1.132,0.727,0.685,0.433,0.517,1.984,0.936,0.391,0.657,0.755,0.936,0.587,0.252,0.405,0.866,14.253,14.071,14.283,14.071,14.764,13.969,1
Positive_721,0.787,0.664,0.691,0.813,0.325,1.003,0.597,0.678,0.325,0.881,1.749,1.098,0.407,0.651,0.691,0.881,0.542,0.231,0.502,0.99,14.407,14.849,14.059,13.776,14.32,14.081,1
Positive_722,0.656,0.757,0.833,0.719,0.341,1.085,0.568,0.782,0.416,0.959,1.375,0.997,0.379,0.681,0.644,0.909,0.681,0.177,0.618,0.707,14.035,14.549,14.285,14.013,14.228,14.606,1
Positive_723,1.182,0.744,0.481,0.831,0.306,1.05,0.438,1.094,0.263,0.35,1.619,1.269,0.131,0.394,0.919,0.875,0.481,0.306,0.525,0.656,14.452,13.401,14.64,14.243,14.389,14.96,1
Positive_724,1.141,0.57,0.614,0.527,0.351,0.965,0.483,0.746,0.439,1.448,2.018,0.877,0.351,0.746,0.746,1.229,1.009,0.263,0.614,1.58,14.502,12.905,14.076,13.708,14.535,13.557,1
Positive_725,1.179,0.943,0.367,0.759,0.157,1.048,0.419,1.44,0.419,0.629,1.388,0.602,0.367,0.655,0.471,1.074,0.576,0.157,0.524,0.995,14.311,14.446,14.07,14.063,14.084,14.857,1
Positive_726,1.333,0.578,0.578,1.066,0.311,0.755,0.311,1.199,0.222,0.755,1.333,1.199,0.489,0.489,0.711,0.889,0.755,0.0,0.666,1.377,13.244,14.461,14.108,13.53,15.354,14.288,1
Positive_727,0.709,0.354,0.658,1.013,0.304,1.114,0.658,0.912,0.304,1.013,1.57,1.266,0.507,0.76,0.405,1.215,0.658,0.253,0.507,0.608,14.581,15.084,13.376,13.043,14.7,14.426,1
Positive_728,0.581,0.581,1.03,0.618,0.393,0.937,0.787,0.731,0.431,0.824,2.435,0.693,0.3,1.087,0.487,1.517,0.731,0.187,0.431,0.937,14.861,14.373,12.644,14.963,13.265,14.177,1
Positive_729,0.979,0.769,0.454,0.594,0.175,1.433,0.419,0.594,0.245,0.874,1.258,0.839,0.454,1.049,0.699,0.839,0.594,0.21,0.315,0.804,13.537,15.189,14.883,13.693,13.89,15.209,1
Positive_730,1.593,1.082,0.571,0.721,0.03,1.353,0.812,1.052,0.09,0.661,1.533,0.751,0.301,0.361,0.241,1.383,0.541,0.06,0.271,0.691,16.185,13.704,13.873,14.155,14.141,13.845,1
Positive_731,1.498,1.152,0.346,1.037,0.0,0.461,0.23,0.461,0.461,1.037,0.922,1.498,0.346,0.115,0.23,0.807,0.691,0.0,0.115,1.268,14.837,14.977,13.595,14.571,14.761,14.584,1
Positive_732,1.093,0.364,0.989,0.729,0.104,0.781,0.416,1.666,0.156,0.573,1.457,1.301,0.156,0.729,0.312,0.937,1.562,0.208,0.573,0.625,15.806,12.492,15.335,12.16,15.401,14.075,1
Positive_733,1.172,0.213,1.012,0.746,0.32,0.586,0.32,1.705,0.213,0.586,1.385,1.439,0.213,0.799,0.213,1.172,1.385,0.266,0.639,0.693,16.15,12.343,15.653,12.305,14.966,13.504,1
Positive_734,1.255,0.609,0.824,0.896,0.072,0.574,0.609,1.255,0.251,0.896,1.326,0.932,0.538,0.753,0.466,0.896,0.789,0.179,0.394,0.932,14.461,14.7,13.963,14.83,13.674,13.927,1
Positive_735,0.581,0.658,0.658,0.697,0.232,1.162,0.891,0.736,0.271,1.084,2.013,0.968,0.31,0.736,0.891,0.968,0.774,0.0,0.581,0.929,14.89,14.55,13.679,13.649,14.277,13.815,1
Positive_736,1.299,0.422,0.747,0.975,0.033,1.202,0.52,1.007,0.13,0.942,1.137,1.137,0.357,0.552,0.585,0.52,0.877,0.162,0.52,1.397,14.587,13.701,14.34,13.853,14.427,14.572,1
Positive_737,1.226,0.204,0.817,0.817,0.102,1.124,1.226,1.124,0.306,0.92,1.635,1.328,0.613,0.817,0.409,1.022,0.92,0.0,0.204,1.635,13.836,14.502,13.564,14.387,13.465,13.795,1
Positive_738,0.605,0.666,0.545,0.787,0.212,0.939,0.454,0.787,0.242,0.908,1.786,1.151,0.575,0.969,1.06,0.939,0.817,0.121,0.484,1.181,14.117,14.688,13.386,14.011,14.353,14.216,1
Positive_739,0.745,0.745,1.118,0.905,0.319,0.506,0.373,1.358,0.293,0.772,0.745,0.612,0.266,0.799,0.612,0.852,0.586,0.479,0.559,0.959,14.899,14.205,14.436,14.464,14.219,14.171,1
Positive_740,0.683,0.342,1.64,0.888,0.137,0.957,0.41,0.683,0.205,1.025,1.435,1.367,0.137,1.162,0.41,0.547,0.615,0.068,1.093,0.615,13.813,14.75,14.455,14.195,14.173,14.195,1
Positive_741,1.713,0.527,0.515,0.851,0.216,0.827,0.587,1.318,0.264,0.695,1.054,1.066,0.503,0.707,0.707,0.911,0.755,0.132,0.491,0.923,14.318,14.451,14.067,13.927,14.23,14.245,1
Positive_742,1.169,0.54,0.81,1.169,0.18,0.99,0.36,1.169,0.27,0.99,0.81,0.99,0.63,0.99,0.99,0.63,0.81,0.09,0.63,0.81,13.821,14.475,14.264,14.955,12.582,14.88,1
Positive_743,1.454,0.706,0.457,0.499,0.291,0.706,0.956,0.997,0.332,0.332,1.787,0.665,0.332,0.623,0.997,0.748,0.79,0.457,0.457,0.956,13.257,15.439,13.897,13.759,14.413,14.69,1
Positive_744,1.455,0.686,0.878,0.769,0.137,0.796,0.412,1.345,0.302,0.769,1.016,0.549,0.329,0.576,1.318,0.659,1.373,0.522,0.467,1.043,15.016,13.738,14.238,13.761,13.576,14.269,1
Positive_745,1.413,0.454,0.757,0.353,0.252,0.909,0.505,1.514,0.303,0.909,1.262,1.111,0.202,0.555,0.656,1.363,0.707,0.303,0.404,1.363,14.377,14.92,14.347,13.085,13.957,14.018,1
Positive_746,0.879,0.549,0.659,0.696,0.183,1.392,0.22,1.099,0.293,0.623,1.648,1.209,0.22,0.806,0.623,0.623,0.44,0.11,0.696,0.769,14.786,15.267,14.422,13.934,14.374,13.481,1
Positive_747,0.595,0.649,0.703,0.595,0.325,1.515,0.703,0.541,0.27,0.703,1.461,0.92,0.325,0.649,0.541,1.082,0.811,0.379,0.649,0.649,14.544,14.333,13.967,13.686,15.135,14.27,1
Positive_748,1.629,0.447,0.657,1.156,0.21,0.578,0.526,1.603,0.552,0.762,0.92,1.288,0.604,0.368,0.447,1.051,0.893,0.158,0.42,1.183,14.178,14.749,13.575,13.776,14.178,14.093,1
Positive_749,1.592,0.555,0.666,0.741,0.074,1.074,0.741,1.185,0.481,0.592,1.259,0.778,0.37,0.778,0.778,0.555,0.778,0.222,0.444,1.0,13.996,14.773,13.827,13.893,14.699,14.15,1
Positive_750,1.626,0.348,0.387,0.968,0.116,1.045,0.658,1.587,0.193,0.929,1.161,1.2,0.464,0.697,0.348,0.542,1.084,0.039,0.542,0.89,13.862,14.107,14.025,14.188,13.936,15.056,1
Positive_751,1.486,0.803,0.307,0.82,0.119,0.888,0.461,1.434,0.256,0.546,1.4,0.495,0.273,0.478,0.768,0.82,1.076,0.273,0.495,0.973,14.512,14.796,13.846,14.633,13.938,14.101,1
Positive_752,1.096,0.697,0.697,0.697,0.1,1.096,0.731,1.295,0.266,0.963,0.863,1.162,0.365,0.365,0.764,0.731,0.996,0.166,0.598,0.963,14.576,14.32,13.443,13.692,14.437,14.919,1
Positive_753,1.683,0.806,0.545,0.853,0.047,1.161,0.664,0.853,0.213,0.498,1.446,0.616,0.19,0.522,0.758,0.735,0.735,0.261,0.403,1.209,14.49,13.694,14.745,13.879,14.66,14.333,1
Positive_754,0.391,0.838,0.558,0.67,0.112,1.284,0.558,1.061,0.447,0.67,1.675,0.614,0.558,0.782,0.893,1.061,0.726,0.056,0.502,0.949,14.212,15.494,13.607,14.737,14.226,13.318,1
